CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,DurationDays,Canceled,Revenue
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2301
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2259
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1976
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2121
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1509
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2296
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2798
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2049
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1089
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1557
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2279
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1028
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1910
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2168
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1743
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1912
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2508
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2472
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1488
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2096
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1557
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1923
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1431
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1057
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2450
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2362
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2557
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2092
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1884
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2829
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2428
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1326
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2198
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2926
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2765
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2606
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1236
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1959
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1911
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1021
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2732
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2505
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1071
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1231
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1808
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2156
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2813
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1969
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1108
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2534
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1134
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2690
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1098
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1818
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1913
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1862
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2466
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2264
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2012
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1697
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1316
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1127
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1727
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2091
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2691
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1243
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1796
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2008
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2781
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2850
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2821
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1170
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2638
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2791
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1884
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2715
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2579
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1130
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2160
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2722
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1417
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1798
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1958
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2875
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1600
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1918
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1581
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2762
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1575
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1629
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2489
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1140
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1104
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2044
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2811
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1097
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1979
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2535
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2244
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1903
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2816
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1876
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2724
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2701
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2965
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2532
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2440
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2292
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2255
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1392
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1078
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1664
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2874
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1666
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1688
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1489
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2421
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2565
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2837
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1089
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2868
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2674
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1706
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2117
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1585
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1697
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1048
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1156
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1632
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1421
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2542
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2958
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2229
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1700
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1483
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1499
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2284
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2647
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1386
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1752
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2654
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1678
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1075
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2724
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2129
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2844
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2120
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1374
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2494
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2247
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1502
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1815
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2512
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1178
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2451
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1364
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1786
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2563
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2473
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2455
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1881
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1529
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2810
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1997
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2757
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1762
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2693
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1773
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2052
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2288
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1305
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2124
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2061
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1226
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1001
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1282
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2297
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2481
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2754
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1101
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1717
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1192
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1138
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2326
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1804
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1311
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2152
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2443
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1987
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1993
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1678
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2045
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1022
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2807
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1736
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2590
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2223
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1484
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2218
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1981
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1918
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2315
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2922
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1234
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1568
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2290
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2209
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1110
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2392
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1358
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1568
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2265
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1190
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2053
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2751
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1496
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1231
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1154
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1824
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2906
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1035
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1115
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1405
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2843
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1114
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2441
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2171
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1126
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2623
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1914
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1355
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1653
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2386
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1069
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2362
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2303
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2028
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1128
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2088
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1897
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2812
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1913
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1008
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1440
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2616
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1187
